edition,fy,group,product,drug_name,yakko_class,unit,sheet,total_qty,suppressed
4,2017,DAA,grazoprevir,グラジナ錠５０ｍｇ,抗ウイルス剤,錠,内服薬 入院,27375.0,False
4,2017,ribavirin,ribavirin,レベトールカプセル２００ｍｇ,抗ウイルス剤,カプセル,内服薬 入院,25111.0,False
4,2017,DAA,elbasvir,エレルサ錠５０ｍｇ,抗ウイルス剤,錠,内服薬 入院,13747.0,False
4,2017,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 入院,11818.0,False
4,2017,DAA,sofosbuvir,ソバルディ錠４００ｍｇ,抗ウイルス剤,錠,内服薬 入院,8626.0,False
4,2017,DAA,ombitasvir/paritaprevir/ritonavir,ヴィキラックス配合錠,抗ウイルス剤,錠,内服薬 入院,8589.0,False
4,2017,ribavirin,ribavirin,コペガス錠２００ｍｇ,抗ウイルス剤,錠,内服薬 入院,6868.933,False
4,2017,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),31877.5,False
4,2017,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),25920.3,False
4,2017,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),9495.954,False
4,2017,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),9144.0,False
4,2017,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),9040.0,False
4,2017,IFN_conv,interferon_conventional,イントロンＡ注射用３００　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),1723.0,False
4,2017,IFN_peg,peginterferon,ペグイントロン皮下注用１００μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),1652.6,False
4,2017,IFN_conv,interferon_conventional,スミフェロン注バイアル３００万ＩＵ　３００万国際単位,その他の生物学的製剤,瓶,注射薬 外来 (院内),1375.0,False
4,2017,IFN_conv,interferon_conventional,イントロンＡ注射用６００　６００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),1001.0,False
4,2017,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),477.0,False
4,2017,IFN_peg,peginterferon,ペグイントロン皮下注用１５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),469.0,False
4,2017,IFN_peg,peginterferon,ペガシス皮下注４５μｇ　０．５ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),414.5,False
4,2017,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
4,2017,IFN_conv,interferon_conventional,フエロン注射用６００万　６００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
4,2017,IFN_conv,interferon_conventional,イントロンＡ注射用１，０００　１，０００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
4,2017,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),34456.0,False
4,2017,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),10281.0,False
4,2017,IFN_conv,interferon_conventional,イントロンＡ注射用３００　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院外),1343.0,False
4,2017,IFN_conv,interferon_conventional,イントロンＡ注射用６００　６００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院外),499.0,False
4,2017,IFN_conv,interferon_conventional,スミフェロン注バイアル３００万ＩＵ　３００万国際単位,その他の生物学的製剤,瓶,注射薬 外来 (院外),0.0,True
4,2017,IFN_conv,interferon_conventional,イントロンＡ注射用１，０００　１，０００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院外),0.0,True
4,2017,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,8075.0,False
4,2017,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 入院,2757.667,False
4,2017,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,862.0,False
4,2017,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 入院,696.0,False
4,2017,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
4,2017,IFN_conv,interferon_conventional,スミフェロン注バイアル３００万ＩＵ　３００万国際単位,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
4,2017,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
4,2017,IFN_peg,peginterferon,ペグイントロン皮下注用１００μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
4,2017,IFN_conv,interferon_conventional,イントロンＡ注射用６００　６００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
4,2017,IFN_peg,peginterferon,ペグイントロン皮下注用１５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
4,2017,IFN_conv,interferon_conventional,イントロンＡ注射用３００　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
4,2017,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
4,2017,IFN_conv,interferon_conventional,フエロン注射用６００万　６００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
4,2017,IFN_peg,peginterferon,ペガシス皮下注４５μｇ　０．５ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
5,2018,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),2768961.0,False
5,2018,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),219926.0,False
5,2018,DAA,grazoprevir,グラジナ錠５０ｍｇ,抗ウイルス剤,錠,内服薬 外来 (院外),206424.0,False
5,2018,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),1502941.0,False
5,2018,DAA,grazoprevir,グラジナ錠５０ｍｇ,抗ウイルス剤,錠,内服薬 外来 (院内),106829.0,False
5,2018,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),105802.0,False
5,2018,DAA,elbasvir,エレルサ錠５０ｍｇ,抗ウイルス剤,錠,内服薬 外来 (院内),53538.0,False
5,2018,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 入院,72453.0,False
5,2018,DAA,grazoprevir,グラジナ錠５０ｍｇ,抗ウイルス剤,錠,内服薬 入院,5995.0,False
5,2018,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 入院,5247.0,False
5,2018,ribavirin,ribavirin,レベトールカプセル２００ｍｇ,抗ウイルス剤,カプセル,内服薬 入院,3124.5,False
5,2018,DAA,elbasvir,エレルサ錠５０ｍｇ,抗ウイルス剤,錠,内服薬 入院,3004.0,False
5,2018,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),26544.5,False
5,2018,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),21433.5,False
5,2018,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),7186.0,False
5,2018,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),6951.0,False
5,2018,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),6162.5,False
5,2018,IFN_conv,interferon_conventional,スミフェロン注バイアル３００万ＩＵ　３００万国際単位,その他の生物学的製剤,瓶,注射薬 外来 (院内),1199.0,False
5,2018,IFN_peg,peginterferon,ペグイントロン皮下注用１００μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),1049.0,False
5,2018,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
5,2018,IFN_peg,peginterferon,ペグイントロン皮下注用１５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
5,2018,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
5,2018,IFN_peg,peginterferon,ペガシス皮下注４５μｇ　０．５ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
5,2018,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),29841.0,False
5,2018,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),8176.0,False
5,2018,IFN_conv,interferon_conventional,スミフェロン注バイアル３００万ＩＵ　３００万国際単位,その他の生物学的製剤,瓶,注射薬 外来 (院外),0.0,True
5,2018,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,4895.0,False
5,2018,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 入院,2498.0,False
5,2018,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,777.0,False
5,2018,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 入院,570.0,False
5,2018,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
5,2018,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
5,2018,IFN_conv,interferon_conventional,スミフェロン注バイアル３００万ＩＵ　３００万国際単位,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
5,2018,IFN_peg,peginterferon,ペグイントロン皮下注用１００μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
5,2018,IFN_peg,peginterferon,ペグイントロン皮下注用１５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
5,2018,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
6,2019,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),1828276.0,False
6,2019,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),160649.0,False
6,2019,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),933667.0,False
6,2019,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),76789.0,False
6,2019,ribavirin,ribavirin,レベトールカプセル２００ｍｇ,抗ウイルス剤,カプセル,内服薬 外来 (院内),60441.0,False
6,2019,DAA,grazoprevir,グラジナ錠５０ｍｇ,抗ウイルス剤,錠,内服薬 外来 (院内),55502.0,False
6,2019,DAA,sofosbuvir/velpatasvir,エプクルーサ配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),51261.0,False
6,2019,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 入院,43152.0,False
6,2019,DAA,sofosbuvir/velpatasvir,エプクルーサ配合錠,抗ウイルス剤,錠,内服薬 入院,8416.0,False
6,2019,DAA,grazoprevir,グラジナ錠５０ｍｇ,抗ウイルス剤,錠,内服薬 入院,3873.0,False
6,2019,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 入院,3443.0,False
6,2019,ribavirin,ribavirin,レベトールカプセル２００ｍｇ,抗ウイルス剤,カプセル,内服薬 入院,2515.0,False
6,2019,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),20518.5,False
6,2019,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),15952.0,False
6,2019,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),5673.9,False
6,2019,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),5287.3,False
6,2019,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),4678.0,False
6,2019,IFN_conv,interferon_conventional,スミフェロン注バイアル３００万ＩＵ　３００万国際単位,その他の生物学的製剤,瓶,注射薬 外来 (院内),590.0,False
6,2019,IFN_peg,peginterferon,ペグイントロン皮下注用１００μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
6,2019,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
6,2019,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
6,2019,IFN_peg,peginterferon,ペグイントロン皮下注用１５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
6,2019,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),22460.0,False
6,2019,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),7481.0,False
6,2019,IFN_conv,interferon_conventional,スミフェロン注バイアル３００万ＩＵ　３００万国際単位,その他の生物学的製剤,瓶,注射薬 外来 (院外),0.0,True
6,2019,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,2498.0,False
6,2019,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 入院,1281.0,False
6,2019,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
6,2019,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 入院,0.0,True
6,2019,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
6,2019,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
6,2019,IFN_conv,interferon_conventional,スミフェロン注バイアル３００万ＩＵ　３００万国際単位,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
6,2019,IFN_peg,peginterferon,ペグイントロン皮下注用１００μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
6,2019,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
7,2020,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),1450803.0,False
7,2020,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),118522.0,False
7,2020,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),707278.0,False
7,2020,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),48718.0,False
7,2020,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 入院,26712.0,False
7,2020,DAA,sofosbuvir/velpatasvir,エプクルーサ配合錠,抗ウイルス剤,錠,内服薬 入院,2878.0,False
7,2020,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 入院,1858.0,False
7,2020,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),15399.0,False
7,2020,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),12129.00966,False
7,2020,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),4055.3,False
7,2020,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),3957.5,False
7,2020,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),2759.0,False
7,2020,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
7,2020,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
7,2020,IFN_peg,peginterferon,ペグイントロン皮下注用１００μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
7,2020,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),16694.0,False
7,2020,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),5207.0,False
7,2020,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,1808.0,False
7,2020,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 入院,986.0,False
7,2020,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
7,2020,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
7,2020,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
7,2020,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
7,2020,IFN_peg,peginterferon,ペグイントロン皮下注用１００μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
7,2020,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 入院,0.0,True
8,2021,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),1256581.0,False
8,2021,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),97701.0,False
8,2021,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),575452.0,False
8,2021,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),41120.0,False
8,2021,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 入院,20577.0,False
8,2021,DAA,sofosbuvir/velpatasvir,エプクルーサ配合錠,抗ウイルス剤,錠,内服薬 入院,1399.0,False
8,2021,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 入院,1246.0,False
8,2021,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),12198.018,False
8,2021,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),10314.5,False
8,2021,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),4601.6,False
8,2021,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),2932.2,False
8,2021,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),1685.0,False
8,2021,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
8,2021,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
8,2021,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),14719.0,False
8,2021,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),3884.0,False
8,2021,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,1484.0,False
8,2021,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 入院,862.01,False
8,2021,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
8,2021,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 入院,0.0,True
8,2021,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
8,2021,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
8,2021,IFN_peg,peginterferon,ペグイントロン皮下注用５０μｇ／０．５ｍＬ用　（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
9,2022,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),993407.0,False
9,2022,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),56496.0,False
9,2022,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),444574.0,False
9,2022,DAA,sofosbuvir/velpatasvir,エプクルーサ配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),22547.0,False
9,2022,DAA,ledipasvir/sofosbuvir,ハーボニー配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),20851.0,False
9,2022,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 入院,6094.0,False
9,2022,DAA,sofosbuvir/velpatasvir,エプクルーサ配合錠,抗ウイルス剤,錠,内服薬 入院,1222.0,False
9,2022,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),9434.5,False
9,2022,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),7980.5,False
9,2022,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),4126.15,False
9,2022,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 外来 (院内),2946.42,False
9,2022,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院内),1163.0,False
9,2022,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 外来 (院内),0.0,True
9,2022,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),12590.0,False
9,2022,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 外来 (院外),2586.0,False
9,2022,IFN_conv,interferon_conventional,フエロン注射用３００万　３００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,897.0,False
9,2022,IFN_conv,interferon_conventional,スミフェロン注ＤＳ３００万ＩＵ　３００万国際単位,その他の生物学的製剤,筒,注射薬 入院,647.0,False
9,2022,IFN_conv,interferon_conventional,フエロン注射用１００万　１００万国際単位（溶解液付）,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
9,2022,IFN_peg,peginterferon,ペガシス皮下注９０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
9,2022,IFN_peg,peginterferon,ペガシス皮下注１８０μｇ　１ｍＬ,その他の生物学的製剤,瓶,注射薬 入院,0.0,True
9,2022,IFN_conv,interferon_conventional,スミフェロン注ＤＳ６００万ＩＵ　６００万国際単位,その他の生物学的製剤,筒,注射薬 入院,0.0,True
10,2023,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),938270.0,False
10,2023,DAA,sofosbuvir/velpatasvir,エプクルーサ配合錠,抗ウイルス剤,錠,内服薬 外来 (院外),126695.0,False
10,2023,DAA,glecaprevir/pibrentasvir,マヴィレット配合錠,抗ウイルス剤,錠,内服薬 外来 (院内),399564.0,False
